campaign_id,title,slug,source,github_path,category,status_directory,original_length_label,session_min,session_max,normalized_length,ip_status,duplicate_status,readiness_score,recommended_next_action,audit_confidence
ir-shadowhunters-ascendant,Shadowhunters Ascendant,shadowhunters-ascendant,GitHub,campaign-ideas/Urban/shadowhunters-ascendant,Urban,Active/genre,,12,15,Medium,Original/clear,Unreviewed,53,Manual editorial review,Medium
ir-shadows-of-inaba,Shadows Of Inaba,shadows-of-inaba,GitHub,campaign-ideas/Completed/Mystery/shadows-of-inaba,Mystery,Completed,,20,25,Long,Needs transformation,Unreviewed,70,Manual editorial review,Medium
ir-shadows-of-manderley,Shadows Of Manderley,shadows-of-manderley,GitHub,campaign-ideas/Completed/Mystery/shadows-of-manderley,Mystery,Completed,,10,12,Medium,Original/clear,Unreviewed,73,Manual editorial review,Medium
ir-shadows-of-the-frozen-hour,Shadows Of The Frozen Hour,shadows-of-the-frozen-hour,GitHub,campaign-ideas/Horror/shadows-of-the-frozen-hour,Horror,Active/genre,,25,25,Long,Original/clear,Unreviewed,57,Manual editorial review,Medium
ir-shadows-of-the-precursors,Shadows Of The Precursors,shadows-of-the-precursors,GitHub,campaign-ideas/Completed/Sci-Fi/shadows-of-the-precursors,Sci-Fi,Completed,,40,40,Epic,Original/clear,Unreviewed,74,Manual editorial review,Medium
ir-shards-of-the-sundered-star,Shards Of The Sundered Star,shards-of-the-sundered-star,GitHub,campaign-ideas/Completed/Fantasy/shards-of-the-sundered-star,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-shards-of-the-sundered-star,Shards Of The Sundered Star,shards-of-the-sundered-star,GitHub,campaign-ideas/Fantasy/shards-of-the-sundered-star,Fantasy,Active/genre,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),53,Manual editorial review,Medium
ir-sharn-city-of-towers,Sharn City Of Towers,sharn-city-of-towers,GitHub,campaign-ideas/Urban/sharn-city-of-towers,Urban,Active/genre,,16,20,Medium,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-shinobi-clans-united,Shinobi Clans United,shinobi-clans-united,GitHub,campaign-ideas/Completed/Fantasy/shinobi-clans-united,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-shinobi-clans-united,Shinobi Clans United,shinobi-clans-united,GitHub,campaign-ideas/Fantasy/shinobi-clans-united,Fantasy,Active/genre,,20,25,Long,Original/clear,Exact-slug candidate (2 packages),58,Manual editorial review,Medium
ir-sins-of-the-city,Sins Of The City,sins-of-the-city,GitHub,campaign-ideas/Completed/Mystery/sins-of-the-city,Mystery,Completed,,25,35,Long,Original/clear,Unreviewed,74,Manual editorial review,Medium
ir-site-19-breach,Site 19 Breach,site-19-breach,GitHub,campaign-ideas/Horror/site-19-breach,Horror,Active/genre,,30,40,Long,Original/clear,Unreviewed,69,Manual editorial review,Medium
ir-sky-dominion,Sky Dominion,sky-dominion,GitHub,campaign-ideas/Completed/Fantasy/sky-dominion,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-sky-dominion,Sky Dominion,sky-dominion,GitHub,campaign-ideas/Fantasy/sky-dominion,Fantasy,Active/genre,,25,25,Long,Original/clear,Exact-slug candidate (2 packages),58,Manual editorial review,Medium
ir-sky-metal-kings,Sky Metal Kings,sky-metal-kings,GitHub,campaign-ideas/Completed/Fantasy/sky-metal-kings,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-sky-metal-kings,Sky Metal Kings,sky-metal-kings,GitHub,campaign-ideas/Fantasy/sky-metal-kings,Fantasy,Active/genre,,22,22,Long,Original/clear,Exact-slug candidate (2 packages),60,Manual editorial review,Medium
ir-slimes-and-sanctuary,Slimes And Sanctuary,slimes-and-sanctuary,GitHub,campaign-ideas/Completed/Fantasy/slimes-and-sanctuary,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-slimes-and-sanctuary,Slimes And Sanctuary,slimes-and-sanctuary,GitHub,campaign-ideas/Fantasy/slimes-and-sanctuary,Fantasy,Active/genre,,7,8,Short,Original/clear,Exact-slug candidate (2 packages),65,Manual editorial review,Medium
ir-smile-for-me,Smile For Me,smile-for-me,GitHub,campaign-ideas/Horror/smile-for-me,Horror,Active/genre,,20,28,Long,Original/clear,Unreviewed,53,Manual editorial review,Medium
ir-songs-of-the-great-spirit,Songs Of The Great Spirit,songs-of-the-great-spirit,GitHub,campaign-ideas/Completed/Fantasy/songs-of-the-great-spirit,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-songs-of-the-great-spirit,Songs Of The Great Spirit,songs-of-the-great-spirit,GitHub,campaign-ideas/Fantasy/songs-of-the-great-spirit,Fantasy,Active/genre,,12,16,Medium,Original/clear,Exact-slug candidate (2 packages),50,Manual editorial review,Medium
ir-songstress-and-the-valkyrie,Songstress And The Valkyrie,songstress-and-the-valkyrie,GitHub,campaign-ideas/Completed/Sci-Fi/songstress-and-the-valkyrie,Sci-Fi,Completed,,12,15,Medium,Original/clear,Unreviewed,79,Manual editorial review,Medium
ir-sons-of-ares,Sons Of Ares,sons-of-ares,GitHub,campaign-ideas/Completed/Sci-Fi/sons-of-ares,Sci-Fi,Completed,,16,20,Medium,Original/clear,Unreviewed,72,Manual editorial review,Medium
ir-spiral-of-uzumaki,Spiral Of Uzumaki,spiral-of-uzumaki,GitHub,campaign-ideas/Horror/spiral-of-uzumaki,Horror,Active/genre,,8,10,Short,Needs transformation,Unreviewed,46,Manual editorial review,Medium
ir-spirit-detective-chronicles,Spirit Detective Chronicles,spirit-detective-chronicles,GitHub,campaign-ideas/Completed/Fantasy/spirit-detective-chronicles,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-spirit-detective-chronicles,Spirit Detective Chronicles,spirit-detective-chronicles,GitHub,campaign-ideas/Fantasy/spirit-detective-chronicles,Fantasy,Active/genre,,18,24,Long,Original/clear,Exact-slug candidate (2 packages),53,Manual editorial review,Medium
ir-spirit-of-the-dying-forest,Spirit Of The Dying Forest,spirit-of-the-dying-forest,GitHub,campaign-ideas/Completed/Fantasy/spirit-of-the-dying-forest,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-spirit-of-the-dying-forest,Spirit Of The Dying Forest,spirit-of-the-dying-forest,GitHub,campaign-ideas/Fantasy/spirit-of-the-dying-forest,Fantasy,Active/genre,,12,16,Medium,Original/clear,Exact-slug candidate (2 packages),56,Manual editorial review,Medium
ir-spirits-of-the-rising-sun,Spirits Of The Rising Sun,spirits-of-the-rising-sun,GitHub,campaign-ideas/Completed/Fantasy/spirits-of-the-rising-sun,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-spirits-of-the-rising-sun,Spirits Of The Rising Sun,spirits-of-the-rising-sun,GitHub,campaign-ideas/Fantasy/spirits-of-the-rising-sun,Fantasy,Active/genre,,12,16,Medium,Needs transformation,Exact-slug candidate (2 packages),49,Manual editorial review,Medium
ir-st-mercys-magical-menagerie,St. Mercy's Magical Menagerie,st-mercys-magical-menagerie,GitHub,campaign-ideas/Urban/st-mercys-magical-menagerie,Urban,Active/genre,,6,8,Short,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-stand-at-the-hot-gates,Stand At The Hot Gates,stand-at-the-hot-gates,GitHub,campaign-ideas/Historical/stand-at-the-hot-gates,Historical,Active/genre,,10,15,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-star-eaters-wake,Star Eaters Wake,star-eaters-wake,GitHub,campaign-ideas/Horror/star-eaters-wake,Horror,Active/genre,,8,10,Short,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-starfire-rebellion,Starfire Rebellion,starfire-rebellion,GitHub,campaign-ideas/Completed/Sci-Fi/starfire-rebellion,Sci-Fi,Completed,,35,35,Long,Original/clear,Unreviewed,81,Manual editorial review,Medium
ir-stars-of-destiny,Stars Of Destiny,stars-of-destiny,GitHub,campaign-ideas/Completed/Fantasy/stars-of-destiny,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-stars-of-destiny,Stars Of Destiny,stars-of-destiny,GitHub,campaign-ideas/Fantasy/stars-of-destiny,Fantasy,Active/genre,,22,22,Long,Original/clear,Exact-slug candidate (2 packages),55,Manual editorial review,Medium
ir-steam-war-chronicles,Steam War Chronicles,steam-war-chronicles,GitHub,campaign-ideas/Completed/Sci-Fi/steam-war-chronicles,Sci-Fi,Completed,,26,26,Long,Original/clear,Unreviewed,71,Manual editorial review,Medium
ir-steel-meets-sorcery,Steel Meets Sorcery,steel-meets-sorcery,GitHub,campaign-ideas/Completed/Fantasy/steel-meets-sorcery,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-steel-meets-sorcery,Steel Meets Sorcery,steel-meets-sorcery,GitHub,campaign-ideas/Fantasy/steel-meets-sorcery,Fantasy,Active/genre,,7,8,Short,Original/clear,Exact-slug candidate (2 packages),61,Manual editorial review,Medium
ir-steel-prophets,Steel Prophets,steel-prophets,GitHub,campaign-ideas/Completed/Sci-Fi/steel-prophets,Sci-Fi,Completed,,,,Unknown,Original/clear,Unreviewed,66,Manual editorial review,Medium
ir-stones-of-eternity,Stones Of Eternity,stones-of-eternity,GitHub,campaign-ideas/Completed/Fantasy/stones-of-eternity,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-stones-of-eternity,Stones Of Eternity,stones-of-eternity,GitHub,campaign-ideas/Fantasy/stones-of-eternity,Fantasy,Active/genre,,35,35,Long,Original/clear,Exact-slug candidate (2 packages),52,Manual editorial review,Medium
ir-storms-over-chicago,Storms Over Chicago,storms-over-chicago,GitHub,campaign-ideas/Urban/storms-over-chicago,Urban,Active/genre,,20,25,Long,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-street-samurai-legacy,Street Samurai Legacy,street-samurai-legacy,GitHub,campaign-ideas/Completed/Sci-Fi/street-samurai-legacy,Sci-Fi,Completed,,22,22,Long,Original/clear,Unreviewed,78,Manual editorial review,Medium
ir-streets-of-hammerfast,Streets Of Hammerfast,streets-of-hammerfast,GitHub,campaign-ideas/Urban/streets-of-hammerfast,Urban,Active/genre,,25,35,Long,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-summit-of-the-self,Summit Of The Self,summit-of-the-self,GitHub,campaign-ideas/Adventure/summit-of-the-self,Adventure,Active/genre,,12,18,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-sunflower-samurai-quest,Sunflower Samurai Quest,sunflower-samurai-quest,GitHub,campaign-ideas/Adventure/sunflower-samurai-quest,Adventure,Active/genre,,12,14,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-sunless-seas,Sunless Seas,sunless-seas,GitHub,campaign-ideas/Adventure/sunless-seas,Adventure,Active/genre,,22,35,Long,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-symbols-of-the-divine,Symbols Of The Divine,symbols-of-the-divine,GitHub,campaign-ideas/Completed/Mystery/symbols-of-the-divine,Mystery,Completed,,15,18,Medium,Original/clear,Unreviewed,80,Manual editorial review,Medium
ir-tales-from-the-campfire-chronicles,Tales From The Campfire Chronicles,tales-from-the-campfire-chronicles,GitHub,campaign-ideas/Adventure/tales-from-the-campfire-chronicles,Adventure,Active/genre,,10,15,Medium,Original/clear,Unreviewed,57,Manual editorial review,Medium
ir-tales-of-deception,Tales Of Deception,tales-of-deception,GitHub,campaign-ideas/Completed/Mystery/tales-of-deception,Mystery,Completed,,8,10,Short,Original/clear,Unreviewed,73,Manual editorial review,Medium
ir-taste-of-the-divine,Taste Of The Divine,taste-of-the-divine,GitHub,campaign-ideas/Completed/Fantasy/taste-of-the-divine,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-taste-of-the-divine,Taste Of The Divine,taste-of-the-divine,GitHub,campaign-ideas/Fantasy/taste-of-the-divine,Fantasy,Active/genre,,30,30,Long,Original/clear,Exact-slug candidate (2 packages),60,Manual editorial review,Medium
ir-temporal-schism,Temporal Schism,temporal-schism,GitHub,campaign-ideas/Sci-Fi/temporal-schism,Sci-Fi,Active/genre,,28,28,Long,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-ten-little-murders,Ten Little Murders,ten-little-murders,GitHub,campaign-ideas/Mystery/ten-little-murders,Mystery,Active/genre,,6,10,Short,Original/clear,Unreviewed,55,Manual editorial review,Medium
ir-the-108-stars-rising,The 108 Stars Rising,the-108-stars-rising,GitHub,campaign-ideas/Completed/Fantasy/the-108-stars-rising,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-the-108-stars-rising,The 108 Stars Rising,the-108-stars-rising,GitHub,campaign-ideas/Fantasy/the-108-stars-rising,Fantasy,Active/genre,,25,30,Long,Original/clear,Exact-slug candidate (2 packages),65,Manual editorial review,Medium
ir-the-36th-chamber,The 36Th Chamber,the-36th-chamber,GitHub,campaign-ideas/Adventure/the-36th-chamber,Adventure,Active/genre,,12,15,Medium,Needs transformation,Unreviewed,46,Manual editorial review,Medium
ir-the-absurd-academy,The Absurd Academy,the-absurd-academy,GitHub,campaign-ideas/Adventure/the-absurd-academy,Adventure,Active/genre,,12,18,Medium,Original/clear,Unreviewed,66,Manual editorial review,Medium
ir-the-absurd-quest-for-the-golden-spatula,The Absurd Quest For The Golden Spatula,the-absurd-quest-for-the-golden-spatula,GitHub,campaign-ideas/Adventure/the-absurd-quest-for-the-golden-spatula,Adventure,Active/genre,,6,8,Short,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-the-abyssal-frontier,The Abyssal Frontier,the-abyssal-frontier,GitHub,campaign-ideas/Sci-Fi/the-abyssal-frontier,Sci-Fi,Active/genre,,25,25,Long,Original/clear,Unreviewed,62,Manual editorial review,Medium
ir-the-academy-of-three-lions,The Academy Of Three Lions,the-academy-of-three-lions,GitHub,campaign-ideas/Completed/Fantasy/the-academy-of-three-lions,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-the-academy-of-three-lions,The Academy Of Three Lions,the-academy-of-three-lions,GitHub,campaign-ideas/Fantasy/the-academy-of-three-lions,Fantasy,Active/genre,,30,40,Long,Original/clear,Exact-slug candidate (2 packages),59,Manual editorial review,Medium
ir-the-adolescence-anomalies,The Adolescence Anomalies,the-adolescence-anomalies,GitHub,campaign-ideas/Urban/the-adolescence-anomalies,Urban,Active/genre,,12,15,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-alchemists-burden,The Alchemists Burden,the-alchemists-burden,GitHub,campaign-ideas/Completed/Fantasy/the-alchemists-burden,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-the-alchemists-burden,The Alchemists Burden,the-alchemists-burden,GitHub,campaign-ideas/Fantasy/the-alchemists-burden,Fantasy,Active/genre,,18,22,Medium,Original/clear,Exact-slug candidate (2 packages),56,Manual editorial review,Medium
ir-the-alchemists-descent,The Alchemists Descent,the-alchemists-descent,GitHub,campaign-ideas/Completed/Fantasy/the-alchemists-descent,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-the-alchemists-descent,The Alchemists Descent,the-alchemists-descent,GitHub,campaign-ideas/Fantasy/the-alchemists-descent,Fantasy,Active/genre,,20,25,Long,Original/clear,Exact-slug candidate (2 packages),56,Manual editorial review,Medium
ir-the-alliance-horde-pact,The Alliance Horde Pact,the-alliance-horde-pact,GitHub,campaign-ideas/Completed/Fantasy/the-alliance-horde-pact,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-the-alliance-horde-pact,The Alliance Horde Pact,the-alliance-horde-pact,GitHub,campaign-ideas/Fantasy/the-alliance-horde-pact,Fantasy,Active/genre,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),56,Manual editorial review,Medium
ir-the-ancient-network,The Ancient Network,the-ancient-network,GitHub,campaign-ideas/Completed/Fantasy/the-ancient-network,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-the-ancient-network,The Ancient Network,the-ancient-network,GitHub,campaign-ideas/Fantasy/the-ancient-network,Fantasy,Active/genre,,35,35,Long,Original/clear,Exact-slug candidate (2 packages),60,Manual editorial review,Medium
ir-the-ancient-ones-entertainment,The Ancient Ones Entertainment,the-ancient-ones-entertainment,GitHub,campaign-ideas/Horror/the-ancient-ones-entertainment,Horror,Active/genre,,6,8,Short,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-the-anomalous-continent-of-xylos,The Anomalous Continent Of Xylos,the-anomalous-continent-of-xylos,GitHub,campaign-ideas/Sci-Fi/the-anomalous-continent-of-xylos,Sci-Fi,Active/genre,,10,12,Medium,Original/clear,Unreviewed,63,Manual editorial review,Medium
ir-the-antikythera-orrery,The Antikythera Orrery,the-antikythera-orrery,GitHub,campaign-ideas/Fantasy/the-antikythera-orrery,Fantasy,Active/genre,,,,Unknown,Original/clear,Unreviewed,47,Manual editorial review,Medium
ir-the-aperture-protocol,The Aperture Protocol,the-aperture-protocol,GitHub,campaign-ideas/Sci-Fi/the-aperture-protocol,Sci-Fi,Active/genre,,10,15,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-arcane-canvas-circus,The Arcane Canvas Circus,the-arcane-canvas-circus,GitHub,campaign-ideas/Fantasy/the-arcane-canvas-circus,Fantasy,Active/genre,,10,12,Medium,Original/clear,Unreviewed,63,Manual editorial review,Medium
ir-the-arcane-illusion,The Arcane Illusion,the-arcane-illusion,GitHub,campaign-ideas/Completed/Fantasy/the-arcane-illusion,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
